id,url,beds,baths,image,price,county,status,currency,homeType,latitude,longitude,addressRaw,agentEmail,brokerName,description,daysOnZillow,agentPhoneNumber,brokerPhoneNumber,area,yearBuilt,agentName,highSchool,elementarySchool,highSchoolDisctrict,middleOrJuniorSchool,elementarySchoolDistrict,middleOrJuniorSchoolDistrict,photos.0,photos.1,photos.2,photos.3,photos.4,photos.5,photos.6,photos.7,photos.8,photos.9,photos.10,photos.11,photos.12,photos.13,photos.14,photos.15,photos.16,photos.17,address.city,address.state,address.street,address.zipcode,photos.18,photos.19,photos.20,photos.21,photos.22,photos.23,photos.24,photos.25,photos.26,photos.27,photos.28,photos.29,photos.30,photos.31,photos.32,photos.33,photos.34,photos.35,photos.36,photos.37,photos.38,photos.39,photos.40,photos.41,photos.42,photos.43,photos.44,photos.45,photos.46,photos.47,photos.48,photos.49,photos.50,photos.51,photos.52,photos.53,photos.54,photos.55,photos.56,photos.57,photos.58,photos.59,photos.60,photos.61,photos.62,photos.63,photos.64,photos.65,photos.66,photos.67,photos.68,photos.69,photos.70,photos.71,photos.72,photos.73,photos.74,photos.75,photos.76,photos.77,photos.78,photos.79,photos.80,photos.81,photos.82,photos.83,photos.84,photos.85,photos.86,photos.87,photos.88,photos.89,photos.90,photos.91,photos.92,photos.93,photos.94,photos.95,photos.96,photos.97,photos.98,photos.99,photos.100,photos.101,photos.102,photos.103,photos.104,photos.105,photos.106,photos.107,photos.108,photos.109,photos.110,photos.111,photos.112,photos.113,photos.114,photos.115,photos.116,photos.117,photos.118,photos.119,photos.120,photos.121,photos.122,photos.123,photos.124,photos.125,photos.126,photos.127,photos.128,photos.129,photos.130,photos.131,photos.132,photos.133,photos.134,photos.135,photos.136,photos.137,photos.138,photos.139,photos.140,photos.141,photos.142,photos.143,photos.144,photos.145,photos.146,photos.147,photos.148,photos.149,photos.150,photos.151
111930050,https://www.zillow.com/homedetails/889-N-Point-St-APT-3-San-Francisco-CA-94109/111930050_zpid/,2,2,https://photos.zillowstatic.com/fp/253a38321775eb636e26a75c411dc73c-p_h.jpg,6400,San Francisco County,FOR_RENT,USD,APARTMENT,37.80538,-122.42162,889 N Point St APT 3,syndication@appfolio.com,BanCal Property Management,"An exceptional penthouse condominium in a boutique 3-unit 2009 building located on a prime block in the highly desirable Russian Hill neighborhood. The two-bedroom, two-bathroom residence showcases quality construction, high-end finishes, an exclusive-use roof deck with spectacular views, and a contemporary layout with an open floor plan and gourmet kitchen. The large bay windows let in a flood of natural sunlight and have picturesque views spanning Mount Tamalpais and the San Francisco Bay overlooking the historic Alcatraz Island and Ghiradelli Square Clocktower. Enjoy watching the power boats, sailing vessels, and cruise ships glide by! The residence is complete with hardwood floors, radiant heat, and side-by-side garage parking with interior access. Experience living steps from the recently completed Francisco Park - which provides some of the most famous views of the Bay and has a large picnic area, children's playground, and dog park - Aquatic Park, the Marina, North Beach, Ghiradelli Square and all of the shops, restaurants and attractions they offer.

FEATURES
* 2 Level 2BR/2BA 
* Approx. 1,282
* Open living room with large Bay windows
** Modern kitchen with custom cabinetry, under-mount lighting, premium stainless steel appliances
* Exclusive Roof deck
* Luxurious bathrooms 
*Radiant floor heating
* In-unit washer and dryer

RENTAL TERMS
* 1 Year Lease minimum
* Rent: $6,400
* Available: Now
* Security Deposit: $9,600
* Garage Parking - 1 Space
* 1 pet is allowed, breed restrictions apply
* Utilities: water and garbage included

APPLICATION
Please provide the below documents to be considered for tenancy. Applications will be considered on a first-come/first-served basis.
* $40 payable online to BanCal Property Management, for credit and background check (each applicant)
* Proof of income: two most recent pay stubs OR new employment letter (can be attached to online application)
* Copy of your photo ID (can be attached to online application)

BanCal Property Management - CA BRE 01313576
Equal Housing Opportunity",8,415-707-5127,415-707-5127,,,,,,,,,,https://photos.zillowstatic.com/fp/253a38321775eb636e26a75c411dc73c-uncropped_scaled_within_1536_1152.jpg,https://photos.zillowstatic.com/fp/6da9967eae080cad7c4315cfc9ee77bc-uncropped_scaled_within_1536_1152.jpg,https://photos.zillowstatic.com/fp/61c376b2d373a23b941e745df888fb9b-uncropped_scaled_within_1536_1152.jpg,https://photos.zillowstatic.com/fp/3d193c493ddea4354f265afd102d4431-uncropped_scaled_within_1536_1152.jpg,https://photos.zillowstatic.com/fp/0a2e4cd5c6a3be1d35720bf672ce7e96-uncropped_scaled_within_1536_1152.jpg,https://photos.zillowstatic.com/fp/46a06beb7139a3bc3107227b98a036c8-uncropped_scaled_within_1536_1152.jpg,https://photos.zillowstatic.com/fp/4e50c70183d25e447ece528a7df3f948-uncropped_scaled_within_1536_1152.jpg,https://photos.zillowstatic.com/fp/0a4c294496988317d5ed00b5a0741685-uncropped_scaled_within_1536_1152.jpg,https://photos.zillowstatic.com/fp/098ea180e8aaa05f9ebba2dd2619491e-uncropped_scaled_within_1536_1152.jpg,https://photos.zillowstatic.com/fp/745aebcb959bd0c37399ca3067862ff8-uncropped_scaled_within_1536_1152.jpg,https://photos.zillowstatic.com/fp/745aebcb959bd0c37399ca3067862ff8-uncropped_scaled_within_1536_1152.jpg,https://photos.zillowstatic.com/fp/f68bd2fe548e5fd3968f59d99a30c4ff-uncropped_scaled_within_1536_1152.jpg,https://photos.zillowstatic.com/fp/160389d21556e72b9944adb2209daa98-uncropped_scaled_within_1536_1152.jpg,https://photos.zillowstatic.com/fp/bcf51f7465fc61f556fbdaa8795d4fb2-uncropped_scaled_within_1536_1152.jpg,https://photos.zillowstatic.com/fp/772cdf6e7356dcd2f3482368c1a273ed-uncropped_scaled_within_1536_1152.jpg,https://photos.zillowstatic.com/fp/690fc9207c3fc76260a1e83f8ff7996a-uncropped_scaled_within_1536_1152.jpg,https://photos.zillowstatic.com/fp/8dcb046963951305e945a24a00881ad6-uncropped_scaled_within_1536_1152.jpg,https://photos.zillowstatic.com/fp/35200dd7030f1fdc335061e7721521a5-uncropped_scaled_within_1536_1152.jpg,San Francisco,CA,889 N Point St APT 3,94109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332851407,https://www.zillow.com/homedetails/615-617-Octavia-St-San-Francisco-CA-94102/332851407_zpid/,1,1,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=1536x1152&zoom=17&center=37.77785110473633,-122.42507934570312&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&&signature=bPxdt1ItJYGF0H3DCzppeWmRvvA=",990000,San Francisco County,RECENTLY_SOLD,USD,APARTMENT,37.77785,-122.42508,615-617 Octavia St,,,"615-617 Octavia St, San Francisco, CA 94102 is a apartment home that contains 1,880 sq ft. It contains 1 bedroom and 1 bathroom. This home last sold for $990,000 in July 2023. 
 
The Rent Zestimate for this home is $3,878/mo.",13,,,1880,,,,,,,,,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=1536x1152&zoom=17&center=37.77785110473633,-122.42507934570312&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&&signature=bPxdt1ItJYGF0H3DCzppeWmRvvA=",,,,,,,,,,,,,,,,,,San Francisco,CA,615-617 Octavia St,94102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332851630,https://www.zillow.com/homedetails/829-831-Oak-St-San-Francisco-CA-94117/332851630_zpid/,11,11,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=1536x1152&zoom=17&center=37.77341079711914,-122.43295288085938&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&&signature=vAw7AOvhS4VL3yPR4RDTs9JpwOs=",1550000,San Francisco County,RECENTLY_SOLD,USD,APARTMENT,37.77341,-122.43295,829-831 Oak St,,,"829-831 Oak St, San Francisco, CA 94117 is a apartment home that contains 4,657 sq ft. It contains 11 bedrooms and 11 bathrooms. This home last sold for $1,550,000 in July 2023. 
 
The Zestimate for this house is $1,875,800. The Rent Zestimate for this home is $15,381/mo.",13,,,4657,,,,,,,,,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=1536x1152&zoom=17&center=37.77341079711914,-122.43295288085938&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&&signature=vAw7AOvhS4VL3yPR4RDTs9JpwOs=",,,,,,,,,,,,,,,,,,San Francisco,CA,829-831 Oak St,94117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328349658,https://www.zillow.com/homedetails/661-Peralta-Ave-San-Francisco-CA-94110/328349658_zpid/,4,4,https://maps.googleapis.com/maps/api/streetview?location=661+Peralta+Ave%2C+San+Francisco%2C+CA+94110&size=1536x1152&key=AIzaSyARFMLB1na-BBWf7_R3-5YOQQaHqEJf6RQ&source=outdoor&&signature=sAJdHu5cgZ_Q1_0A-IwV1y95eao=,650000,San Francisco County,RECENTLY_SOLD,USD,APARTMENT,37.742043,-122.40861,661 Peralta Ave,,,"661 Peralta Ave, San Francisco, CA 94110 is a apartment home that contains 2,586 sq ft and was built in 1960. It contains 4 bedrooms and 4 bathrooms. This home last sold for $650,000 in July 2023. 
 
The Zestimate for this house is $648,500. The Rent Zestimate for this home is $8,588/mo.",24,,,2586,1960,,,,,,,,https://maps.googleapis.com/maps/api/streetview?location=661+Peralta+Ave%2C+San+Francisco%2C+CA+94110&size=1536x1152&key=AIzaSyARFMLB1na-BBWf7_R3-5YOQQaHqEJf6RQ&source=outdoor&&signature=sAJdHu5cgZ_Q1_0A-IwV1y95eao=,,,,,,,,,,,,,,,,,,San Francisco,CA,661 Peralta Ave,94110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332861789,https://www.zillow.com/homedetails/171-173-Coleridge-St-San-Francisco-CA-94110/332861789_zpid/,,3,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=1536x1152&zoom=17&center=37.74300765991211,-122.419921875&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&&signature=v2YO0a2Wo8l93J3y2U-SMG33eQ8=",745000,San Francisco County,RECENTLY_SOLD,USD,APARTMENT,37.743008,-122.41992,171-173 Coleridge St,,,"171-173 Coleridge St, San Francisco, CA 94110 is a apartment home that contains 1,645 sq ft. It contains 3 bathrooms. This home last sold for $745,000 in July 2023. 
 
The Zestimate for this house is $742,000. The Rent Zestimate for this home is $5,795/mo.",24,,,1645,,,,,,,,,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=1536x1152&zoom=17&center=37.74300765991211,-122.419921875&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&&signature=v2YO0a2Wo8l93J3y2U-SMG33eQ8=",,,,,,,,,,,,,,,,,,San Francisco,CA,171-173 Coleridge St,94110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335654506,https://www.zillow.com/homedetails/3535-Wawona-St-213-San-Francisco-CA-94116/335654506_zpid/,2,2,https://photos.zillowstatic.com/fp/5248dc4be124a78dfd9a6f88bb453863-cc_ft_1536.jpg,1000000,San Francisco County,RECENTLY_SOLD,USD,APARTMENT,37.73585,-122.50474,3535 Wawona St #213,,,"3535 Wawona St #213, San Francisco, CA 94116 is a apartment home that contains 991 sq ft and was built in 2020. It contains 2 bedrooms and 2 bathrooms. This home last sold for $1,000,000 in July 2023. 
 
The Zestimate for this house is $996,800. The Rent Zestimate for this home is $3,397/mo.",27,,,991,2020,,,,,,,,https://photos.zillowstatic.com/fp/5248dc4be124a78dfd9a6f88bb453863-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/d50a3582531d0a0d84c92a62184e0807-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/7758289cd4e78a19c1abf6dd55a11042-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/0e980b48db40034aab10e1d23278411e-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/60d3c6aa0257fab90e0689498671be58-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/b3e63bd01fd6622ce55456709ac6f761-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/51da24098ecc4989ebe6e6099c02c09b-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/67a97c9b3e296ab241bf773f16a17330-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/542efda6ec9d3f684c9034a56980afe4-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/1d50cf81a73fbe394e8a9d690513b0b4-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/4abf13889f64271c2e9537d87932372a-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/464e0cc958a5f89dbe7752e86eaecb17-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/af3bc264d1f40ef2eae200cc41365a5f-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/88f3b436f23dc99f7091900f1f73bae1-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/591f7d6b2053a6cd631ea4eb4e66476c-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/bdc2ec623171a9664c0eb52d00f06d35-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/5890c16ef78ac29d65352771dc008458-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/51f0faf3b6a5fe9485496f29e2c9fbf8-cc_ft_1536.jpg,San Francisco,CA,3535 Wawona St #213,94116,https://photos.zillowstatic.com/fp/6551870f1cbade13db7e83feff12f056-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/17c3d2f4927aa8bf2857e7961ddb6770-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/2bdb5e5280d3be82580117295b3818a8-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/f60956b93a5e205783db1a175f722cff-cc_ft_1536.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89239473,https://www.zillow.com/homedetails/338-Spear-St-UNIT-20C-San-Francisco-CA-94105/89239473_zpid/,1,1,https://photos.zillowstatic.com/fp/a79af85959faec72c0efdd7f8806bd7f-cc_ft_1536.jpg,1200000,San Francisco County,RECENTLY_SOLD,USD,APARTMENT,37.789635,-122.39075,338 Spear St UNIT 20C,,,"Stunning Bay Bridge View! This condo is built with impeccable finishes and designer appeal. Brand new oak finish floor. Freshly painted. This home offers an impressive and dramatic view of the waterfront and unobstructed view of the Bay Bridge. Features include Viking appliances, Bosch washer and dryer, Studio Becker cabinets and granite counter tops, large walk-in closet, sleek modern vanity, tub with overhead shower. Superb location on the popular South Beach and just moments to shops, cafes, restaurants and entertainment. One parking is included.

Owner pays water and garbage",29,,,757,2009,,,,,,,,https://photos.zillowstatic.com/fp/a79af85959faec72c0efdd7f8806bd7f-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/b291831bad3e9c2c02f4ee56f63f0545-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/5853001d2c48fc246d0b5fa99b6ff5b4-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/f1a68516c3660cdd63b675af39367216-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/0a922b162d47008d7f3ed6b49afd37d1-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/265416b9063f2902baeceb7d8c463cdb-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/8c77d9e30bdd8411821a84dc2628ef21-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/88e6ac7a93c965707efcc628be3856bc-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/16f1ad510b50f0420afb48343fe2b2fc-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/d91dec9b3a6409317b2946275d21ae0f-cc_ft_1536.jpg,,,,,,,,,San Francisco,CA,338 Spear St UNIT 20C,94105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101369323,https://www.zillow.com/homedetails/583-Hayes-St-APT-2-San-Francisco-CA-94102/2101369323_zpid/,2,2,https://photos.zillowstatic.com/fp/2f80d16a10a676cc9eec0e686a2f60ea-cc_ft_1536.jpg,4750,San Francisco County,RECENTLY_SOLD,USD,APARTMENT,37.776314,-122.42592,583 Hayes St APT 2,,,"583 Hayes St APT 2, San Francisco, CA 94102 is a apartment home that contains 1,150 sq ft. It contains 2 bedrooms and 2 bathrooms. This home last sold for $4,750 in July 2023. 
 
The Rent Zestimate for this home is $5,234/mo.",31,,,1150,,,,,,,,,https://photos.zillowstatic.com/fp/2f80d16a10a676cc9eec0e686a2f60ea-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/accaf48029fe468138ca7eeca68331c3-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/8a99f81acd836a92ebff053ded4cac7d-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/ddc4cd50ec52d52e7a27bea6774a1cc7-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/922608f5206e218b169c22148840166a-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/7aba8efe4fe41056649c465804435378-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/0252c239c5ef5c3bc3f0fe57f112a4e9-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/f56aebba860bf3e1fdbfec62bd0cffdb-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/ce9b94b41cd25f40a9ea9f1a4dc2295e-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/dad5dfd1f3e63aa48c7faea17d0621f8-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/8eaa90a11b7f14af8ebb77234222d6ec-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/d42ea568a05a16dade2da5116d19b305-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/64968839a8f3584d3eb521129350f577-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/35f4be4e3dc1b5eae2c27d451eb85846-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/80702aca887f37ba68ec033986504b42-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/1692e3876a92e7821dbd897a99751d38-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/8384f5dc14f87494dde2110a49a4d8ed-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/3382180b73e1a5b19c3ab12309b1ed72-cc_ft_1536.jpg,San Francisco,CA,583 Hayes St APT 2,94102,https://photos.zillowstatic.com/fp/f4227ab0247f1ebe4ae3819a5f96e54b-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/2954541a1a84383e459463b34caaccab-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/c37e1180d0be5ef1c9c7d38287e7d141-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/b245d1a7fe1b21237dbf932a06d40484-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/113af41e7a35d8867fac0deefd024b40-cc_ft_1536.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184818290,https://www.zillow.com/homedetails/718-Long-Bridge-St-APT-1303-San-Francisco-CA-94158/184818290_zpid/,3,3,https://photos.zillowstatic.com/fp/ceb5e2fdebd0ccb4c6f05514ef6649b4-cc_ft_1536.jpg,2700000,San Francisco County,RECENTLY_SOLD,USD,APARTMENT,37.77146,-122.39454,718 Long Bridge St APT 1303,,,"Spacious 3 bed/3 bath corner unit condo in Arden Mission Bay. Unit has spectacular city and bay views. Two of the bedroom have en suites -- great for visiting relatives or au pair. This unit has a very open layout (floor plan in photos) and comes with 1 full size parking spot with electric charger in the gated garage.
Arden is an amenity rich building with a pool, gym, library, outdoor grills, fire pit, community room, electric vehicle charging station and other amenities.
Please reach out to schedule a tour!

6 months to 1 year lease term",34,,,1958,2016,,,,,,,,https://photos.zillowstatic.com/fp/ceb5e2fdebd0ccb4c6f05514ef6649b4-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/3eaec2f620d35fd4c0829e7f292bb535-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/5fc76244d97eb5bf36d69b576670e7ec-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/1e7c168d3d336090ce09034a69798e72-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/5948698a9a1c1d2ca70868bddb7f3193-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/b22ed2c9d56cb0e723644d891391f5b1-cc_ft_1536.jpg,https://photos.zillowstatic.com/fp/f2be6ff88fd311ba69547795c505d890-cc_ft_1536.jpg,,,,,,,,,,,,San Francisco,CA,718 Long Bridge St APT 1303,94158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116089964,https://www.zillow.com/homedetails/435-China-Basin-St-UNIT-216-San-Francisco-CA-94158/116089964_zpid/,1,1,https://photos.zillowstatic.com/fp/c3209d4406a48d9566dd8ea496fc7c5a-p_h.jpg,3980,San Francisco County,FOR_RENT,USD,APARTMENT,37.771755,-122.38913,435 China Basin St UNIT 216,kellyxurunqin@gmail.com,,"Luxury living at Madrone! Madrone 216 is a rare spacious one-bedroom with extra high ceilings in both the living room and bedroom and a private balcony. Brand new carpet in the bedroom! This creates a loft-like living experience with spacious, bright, and airy interiors. As you enter the unit, you will find a kitchen space equipped with stainless steel appliances. The living room features wood flooring and has a coat closet and bathroom with 2 doors. Washer and dryer in unit, option to rent 1 parking with EV installed and 1 storage unit at additional cost. Madrone is well-known as one of BOSA's development projects in Mission Bay, and it offers exceptional amenities to all residents. These amenities include a heated swimming pool, jacuzzi, two BBQ areas, a fitness center, a business center, a conference room, social rooms with a billiards area, a movie theatre, and dry/wet saunas.

Parking with EV: 300/month
Storage unit: 100/month
Pet: 50/month
881 sq ft
12 month lease. Rent is due on the 1st of each month. 
No smokers
Pets allowed",36,,,881,,,,,,,,,https://photos.zillowstatic.com/fp/c3209d4406a48d9566dd8ea496fc7c5a-uncropped_scaled_within_1536_1152.jpg,https://photos.zillowstatic.com/fp/f90ad59151b6d2591f4fa697615b2a90-uncropped_scaled_within_1536_1152.jpg,https://photos.zillowstatic.com/fp/374cba3bfce99700308c2367bcb1fcc5-uncropped_scaled_within_1536_1152.jpg,https://photos.zillowstatic.com/fp/b72801f46513640f4dfaf16ecaa8ca5a-uncropped_scaled_within_1536_1152.jpg,https://photos.zillowstatic.com/fp/5e3a818132d4fb0932d07ba7daf9b3fe-uncropped_scaled_within_1536_1152.jpg,https://photos.zillowstatic.com/fp/fdbf2d8caa23ca9168eebd7f187c03c7-uncropped_scaled_within_1536_1152.jpg,https://photos.zillowstatic.com/fp/1494eb1c93589fffe9ab8807cce76489-uncropped_scaled_within_1536_1152.jpg,https://photos.zillowstatic.com/fp/143d9f4ccbd1d6f1b823291835d9f7aa-uncropped_scaled_within_1536_1152.jpg,https://photos.zillowstatic.com/fp/51248c09e28ac871609809d29758056c-uncropped_scaled_within_1536_1152.jpg,https://photos.zillowstatic.com/fp/2c28d2aeab5bf492098311160dfbb2fd-uncropped_scaled_within_1536_1152.jpg,https://photos.zillowstatic.com/fp/d7415a6ac4ec4e8c4388b9b29d494ba2-uncropped_scaled_within_1536_1152.jpg,https://photos.zillowstatic.com/fp/0504dcaa445deb98f41af62bfc9190cc-uncropped_scaled_within_1536_1152.jpg,https://photos.zillowstatic.com/fp/42dda94d2fe750237ccf09e7c691e804-uncropped_scaled_within_1536_1152.jpg,https://photos.zillowstatic.com/fp/f58d821d05438a4aab2d0b44a32ac442-uncropped_scaled_within_1536_1152.jpg,https://photos.zillowstatic.com/fp/c415e032d0a53384b0a9951c559d33c1-uncropped_scaled_within_1536_1152.jpg,https://photos.zillowstatic.com/fp/f35f92cb8389544220fd788fe2a6f0d0-uncropped_scaled_within_1536_1152.jpg,https://photos.zillowstatic.com/fp/4c1cc21bd32d6c2a696f7c94fa283311-uncropped_scaled_within_1536_1152.jpg,https://photos.zillowstatic.com/fp/4a2381e0a475981e172e94920559ce21-uncropped_scaled_within_1536_1152.jpg,San Francisco,CA,435 China Basin St UNIT 216,94158,https://photos.zillowstatic.com/fp/91f754e8076110d8591e77746110a7af-uncropped_scaled_within_1536_1152.jpg,https://photos.zillowstatic.com/fp/5b31be7a6e1473915aeb5178be1df17f-uncropped_scaled_within_1536_1152.jpg,https://photos.zillowstatic.com/fp/619e24a1a411c1b889c212bc822bec12-uncropped_scaled_within_1536_1152.jpg,https://photos.zillowstatic.com/fp/40de394929768fa2685a00a8b9550360-uncropped_scaled_within_1536_1152.jpg,https://photos.zillowstatic.com/fp/d2d93a3ecdcea4b93f9be83ea000db72-uncropped_scaled_within_1536_1152.jpg,https://photos.zillowstatic.com/fp/3a984f53845624ba6712af6f31cc3d17-uncropped_scaled_within_1536_1152.jpg,https://photos.zillowstatic.com/fp/b48b444225ec7a992893dc823a9fa0a6-uncropped_scaled_within_1536_1152.jpg,https://photos.zillowstatic.com/fp/22eee947753672d6b3ea5ced91a75730-uncropped_scaled_within_1536_1152.jpg,https://photos.zillowstatic.com/fp/3c5c6a1191569e10db3da4e2d75fbf4e-uncropped_scaled_within_1536_1152.jpg,https://photos.zillowstatic.com/fp/0c4380eaeec4b3a65c871ad3c65abd89-uncropped_scaled_within_1536_1152.jpg,https://photos.zillowstatic.com/fp/cb9e320a084d3e9c80eb0edf18827ff5-uncropped_scaled_within_1536_1152.jpg,https://photos.zillowstatic.com/fp/7abaa56de236374c99a7bcee7891635d-uncropped_scaled_within_1536_1152.jpg,https://photos.zillowstatic.com/fp/460be1b35ac83d9fcca1d7e8fb933526-uncropped_scaled_within_1536_1152.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
